Date,ERS_Delay,weather_code_ERS,Temperature_ERS,Wind_Speed_ERS,Distance_travelled_ERS,AWY_Delay,weather_code_AWY,Temperature_AWY,Wind_Speed_AWY,Distance_travelled_AWY,TCR_Delay,weather_code_TCR,Temperature_TCR,Wind_Speed_TCR,Distance_travelled_TCR,PGT_Delay,weather_code_PGT,Temperature_PGT,Wind_Speed_PGT,Distance_travelled_PGT,CBE_Delay,weather_code_CBE,Temperature_CBE,Wind_Speed_CBE,Distance_travelled_CBE,TUP_Delay,weather_code_TUP,Temperature_TUP,Wind_Speed_TUP,Distance_travelled_TUP,ED_Delay,weather_code_ED,Temperature_ED,Wind_Speed_ED,Distance_travelled_ED,SGE_Delay,weather_code_SGE,Temperature_SGE,Wind_Speed_SGE,Distance_travelled_SGE,SA_Delay,weather_code_SA,Temperature_SA,Wind_Speed_SA,Distance_travelled_SA,DPJ_Delay,weather_code_DPJ,Temperature_DPJ,Wind_Speed_DPJ,Distance_travelled_DPJ,HSRA_Delay,weather_code_HSRA,Temperature_HSRA,Wind_Speed_HSRA,Distance_travelled_HSRA,CRLM_Delay,weather_code_CRLM,Temperature_CRLM,Wind_Speed_CRLM,Distance_travelled_CRLM,BNC_Delay,weather_code_BNC,Temperature_BNC,Wind_Speed_BNC,Distance_travelled_BNC,SBC_Delay,weather_code_SBC,Temperature_SBC,Wind_Speed_SBC,Distance_travelled_SBC
27-02-2024,1,3,24.200003,18.998316,0,6,3,24.0635,18.998316,20,11,3,23.861748,17.654686,75,0,51,23.287252,18.671474,152,,3,26.045753,18.998314,206,8,3,28.329668,20.12461,256,8,3,28.68308,21.322214,307,13,3,29.396914,21.611996,328,9,3,28.605082,19.586117,369,47,3,27.657831,18.709612,435,57,3,31.171415,24.122683,528,67,3,31.546999,26.260265,562,,3,29.770334,15.315873,583,67,3,29.703829,22.366402,587
28-02-2024,1,3,24.724998,18.079027,0,11,3,24.588503,18.079027,20,20,3,24.226336,17.462782,75,14,3,23.326834,16.575644,152,12,3,25.983252,16.981165,206,16,3,28.421333,16.595179,256,7,3,28.49975,15.124284,307,13,3,29.49483,15.683776,328,8,3,28.7155,17.447933,369,55,3,27.936998,16.1198,435,66,3,31.26517,21.24,528,72,3,30.471998,20.87379,562,,51,28.949495,18.899143,583,57,3,28.874664,20.345573,587
29-02-2024,1,3,24.45833,19.852295,0,6,3,24.321836,19.852295,20,10,3,23.780497,19.813087,75,0,3,23.433083,19.493261,152,5,3,26.166582,17.339897,206,43,3,28.665083,18.998316,256,24,3,28.947668,17.727943,307,20,3,29.307335,13.698934,328,4,3,28.9655,14.685176,369,57,3,28.105751,13.849477,435,30,3,31.054749,21.9718,528,28,3,30.163666,19.855558,562,,51,29.182833,17.58481,583,118,3,29.210083,20.46941,587
01-03-2024,0,3,24.685417,18.947083,0,9,3,24.548914,18.947083,20,16,3,23.957586,19.083395,75,8,3,23.633085,18.671474,152,8,3,26.20825,18.089775,206,26,3,28.710915,18.514643,256,19,3,28.37892,18.289274,307,28,3,29.615664,20.188908,328,13,3,29.209251,17.81909,369,52,3,28.345335,18.792551,435,55,3,31.1485,22.392462,528,58,3,30.29075,24.315327,562,,3,29.051584,18.709612,583,37,51,28.999662,20.288164,587
02-03-2024,0,3,25.214584,18.899143,0,6,3,25.07808,18.899143,20,34,3,24.615913,18.089775,75,36,3,24.156,17.377226,152,34,3,26.733253,16.203999,206,40,3,28.983833,18.25026,256,49,3,28.553917,16.039202,307,58,3,29.634417,15.530151,328,49,3,28.825918,13.849477,369,71,3,27.955751,13.584932,435,80,3,30.521418,19.813087,528,90,3,29.590746,20.898611,562,,51,28.461996,17.106628,583,93,3,28.945496,18.289274,587
03-03-2024,0,3,25.533333,17.072504,0,8,3,25.396835,17.072504,20,16,3,25.02217,13.979872,75,11,2,24.241417,16.1198,152,15,3,26.549921,13.339445,206,26,2,29.16925,17.313717,256,23,2,28.849752,13.513193,307,33,2,29.946913,17.429354,328,20,2,28.903,9.726664,369,54,2,27.936996,14.168641,435,55,3,30.863081,18.511143,528,21,51,29.557413,21.188072,562,,61,28.18492,19.06301,583,22,61,28.249664,21.434364,587
04-03-2024,0,3,26.662498,17.388409,0,7,3,26.526,17.388409,20,13,3,26.195084,17.551615,75,3,3,25.516418,17.377226,152,10,3,27.174917,15.484185,206,59,3,29.554665,21.533897,256,47,3,29.501833,18.668005,307,44,3,30.49692,18.391737,328,36,3,29.925917,15.629971,369,52,3,28.618248,12.682018,435,56,3,31.163086,24.633049,528,54,53,29.738665,19.839235,562,,51,28.345335,17.309973,583,34,53,28.141333,18.584509,587
05-03-2024,3,3,26.877083,20.808498,0,9,3,26.740583,20.808498,20,16,3,26.401337,19.513195,75,2,3,25.5935,16.676977,152,3,3,27.114504,19.602652,206,27,3,29.710917,20.808498,256,20,3,29.749748,15.034041,307,33,3,30.757332,19.61587,328,18,3,30.130081,17.174677,369,49,3,28.999496,11.631956,435,61,3,31.444328,25.7041,528,59,3,30.186577,24.522316,562,,51,29.170336,20.570463,583,30,53,29.126747,20.545246,587
06-03-2024,1,3,27.129168,19.969458,0,7,3,26.992668,19.969458,20,14,3,26.963835,20.87379,75,2,3,26.45183,19.826164,152,2,3,27.89992,16.09969,206,6,3,30.325502,20.150354,256,27,3,30.351837,13.979872,307,33,3,31.253166,15.986593,328,19,3,30.407167,12.245293,369,50,3,29.101583,12.984975,435,56,3,30.627665,23.000591,528,51,3,29.992834,20.780453,562,,51,29.24742,22.3229,583,92,55,28.991333,20.268991,587
07-03-2024,1,3,27.297918,15.463246,0,8,3,27.161417,15.463246,20,17,1,26.570084,16.299694,75,3,1,25.933084,14.565548,152,6,3,28.110334,16.263872,206,53,3,30.635918,19.008545,256,62,3,30.422667,15.807239,307,68,3,31.423998,18.775303,328,56,3,30.694666,15.990646,369,187,3,29.12242,14.658676,435,159,3,31.411003,22.55106,528,152,1,29.624083,23.40277,562,,51,29.053667,19.083395,583,123,3,29.018415,20.969805,587
08-03-2024,0,3,27.066666,14.81259,0,7,3,26.930168,14.81259,20,12,3,27.282587,17.148247,75,8,3,26.724752,17.076298,152,4,3,29.062418,17.28,206,8,3,31.11925,14.77755,256,2,3,31.101835,17.826363,307,8,2,31.796915,16.039202,328,5,2,31.186338,11.720751,369,40,1,29.4495,10.009036,435,47,3,31.00683,19.523155,528,46,55,29.238665,16.923828,562,,55,28.536997,16.09969,583,19,2,28.612167,19.13426,587
09-03-2024,0,3,27.856249,17.884428,0,7,3,27.71975,17.884428,20,14,3,27.726334,20.111729,75,0,3,27.014336,19.228851,152,,3,29.674917,20.275383,206,68,3,31.563005,21.175835,256,63,2,31.141418,15.408671,307,73,3,32.049,15.782622,328,60,3,31.323835,14.48972,369,77,1,29.939081,12.496719,435,89,2,31.119331,25.294964,528,103,55,29.469915,18.86139,562,,61,28.759912,17.581125,583,93,53,28.747583,17.731598,587
10-03-2024,1,3,27.41667,22.476227,0,13,3,27.280167,22.476227,20,20,3,26.953423,17.84816,75,15,3,26.26225,19.61587,152,19,51,28.747835,17.654686,206,29,3,31.194258,21.659918,256,34,3,30.985167,11.252519,307,40,3,31.93025,14.618837,328,26,3,31.300917,13.1041975,369,52,3,29.791162,14.4,435,77,3,31.560999,23.087763,528,87,53,30.001167,18.331741,562,,53,29.25158,18.161278,583,69,51,29.407995,18.511143,587
11-03-2024,2,3,27.050001,19.64228,0,6,3,26.9135,19.64228,20,13,3,26.486753,17.49615,75,8,3,25.849749,16.199999,152,5,3,28.466581,16.343367,206,8,3,30.681753,18.11841,256,8,3,30.714334,20.945072,307,11,3,31.651085,19.862083,328,8,3,31.023836,14.799459,369,78,2,29.9495,15.876775,435,110,2,31.82767,21.407139,528,115,53,29.122002,22.206486,562,,61,27.939085,17.713316,583,95,63,27.599663,17.974781,587
12-03-2024,0,3,27.49375,16.831684,0,2,3,27.357252,16.831684,20,8,3,27.072165,15.072783,75,0,3,26.44142,14.021525,152,,3,29.041586,15.778518,206,88,3,31.550505,16.516901,256,88,3,30.739334,17.414474,307,91,3,31.530249,17.81909,328,76,3,30.878004,12.783802,369,96,3,29.941168,13.217443,435,110,3,32.31725,18.36353,528,115,3,30.278246,21.068459,562,,51,29.091171,18.59845,583,106,53,29.270498,19.022177,587
13-03-2024,0,3,28.010414,16.80857,0,2,3,27.873919,16.80857,20,8,3,27.934671,16.363178,75,15,3,27.210167,13.527572,152,15,1,29.714502,16.299694,206,15,3,31.273415,19.083395,256,17,3,31.147665,17.339897,307,24,3,31.653162,15.696165,328,12,1,30.794668,11.298495,369,29,1,29.818247,12.661564,435,45,51,30.28183,18.03237,528,51,61,29.124083,15.629971,562,,61,28.403664,15.815435,583,14,51,28.653833,15.941944,587
14-03-2024,0,3,28.085419,15.7908325,0,1,3,27.948914,15.7908325,20,7,2,28.170084,17.81909,75,1,3,27.931005,21.986542,152,12,2,30.335335,18.214718,206,11,2,31.777582,21.188072,256,1,2,31.795584,18.584509,307,6,2,32.738583,15.021105,328,4,1,31.171751,18.668005,369,22,1,29.799501,17.287498,435,49,51,30.675583,18.806337,528,12,53,29.482414,15.484185,562,,51,28.991167,16.23596,583,24,51,28.878832,16.071491,587
15-03-2024,0,3,28.581251,19.64228,0,3,3,28.444748,19.64228,20,9,3,28.374252,17.174677,75,3,3,27.547668,16.08761,152,6,3,30.224916,17.698677,206,17,3,31.785917,20.833395,256,12,3,31.591421,19.296135,307,16,3,32.6115,18.171976,328,10,2,31.932167,17.414474,369,41,2,30.103662,16.831684,435,95,3,31.213083,22.461807,528,98,51,29.751173,19.09358,562,,63,28.170328,18.416384,583,99,55,28.028831,19.386591,587
16-03-2024,7,3,28.0875,17.782686,0,10,3,27.950998,17.782686,20,50,3,27.680502,16.279802,75,58,3,26.766417,18.218275,152,54,3,29.222834,18.751125,206,61,1,31.338,21.862406,256,59,1,31.120588,12.819235,307,65,1,32.142746,16.055355,328,55,51,31.773827,15.484185,369,84,51,30.547415,15.4800005,435,35,51,31.183912,20.61766,528,30,55,29.565748,15.496736,562,,63,28.31825,14.934577,583,143,61,28.2955,17.114204,587
17-03-2024,0,2,27.229166,19.376562,0,5,2,27.092667,19.376562,20,16,3,26.655502,16.135872,75,15,3,25.803917,17.238699,152,19,3,28.57075,17.643673,206,23,1,30.452585,21.841648,256,22,51,30.491419,15.034041,307,26,2,31.434416,16.92383,328,5,3,30.944666,14.081477,369,33,0,29.6745,14.264361,435,47,53,31.467253,22.930048,528,44,53,29.765749,19.592731,562,,55,28.299501,18.204042,583,6,55,28.293419,19.523155,587
18-03-2024,1,3,27.327085,15.629971,0,6,3,27.190584,15.629971,20,12,1,26.884668,16.279802,75,21,0,26.368502,14.904173,152,23,3,28.13325,16.299694,206,35,1,30.208834,17.595861,256,24,0,30.185165,14.440443,307,6,0,30.973999,14.255272,328,9,0,30.384247,11.090103,369,43,0,29.65367,14.021525,435,56,1,31.594336,24.821732,528,61,0,29.596998,19.35314,562,,55,28.13075,18,583,50,61,28.06633,18.129137,587
19-03-2024,1,3,27.135414,20.316889,0,11,3,26.998917,20.316889,20,17,1,26.818007,18.079027,75,2,0,26.08725,16.039202,152,,3,28.16658,15.158522,206,27,0,30.483833,20.082708,256,31,0,30.349749,15.7908325,307,40,0,31.038584,17.581125,328,31,0,30.359253,12.522619,369,73,0,29.424501,12.682018,435,92,1,32.11517,22.553936,528,102,51,29.994917,22.427162,562,,53,28.214083,17.902534,583,95,51,28.562164,17.339897,587
20-03-2024,0,3,27.193748,18.837322,0,5,3,27.057251,18.837322,20,15,3,26.836754,17.873556,75,4,3,25.995584,18.668005,152,13,3,28.218668,17.811815,206,29,0,30.3505,24.023088,256,19,1,30.422668,15.175612,307,16,1,31.209417,22.45315,328,2,1,30.678003,18.359999,369,72,1,29.697418,12.88981,435,91,51,31.579752,23.990698,528,107,51,29.405333,21.096123,562,,63,28.093248,17.595861,583,95,53,28.557997,17.58481,587
21-03-2024,0,3,25.804169,19.592731,0,4,3,25.667665,19.592731,20,7,51,25.474253,16.87398,75,4,3,25.210167,16.58346,152,,3,27.860336,17.673029,206,26,3,30.01925,21.599998,256,23,3,30.512247,17.294992,307,29,1,31.428164,17.114204,328,10,1,30.469664,16.981165,369,42,51,29.276587,16.08761,435,74,51,31.583921,20.240196,528,86,51,30.388666,22.077717,562,,51,28.826582,20.275385,583,71,1,29.314245,21.933426,587
22-03-2024,0,2,26.827082,15.0038395,0,5,2,26.690584,15.0038395,20,8,3,26.472166,15.986593,75,0,3,25.928915,16.641972,152,3,3,28.385338,17.026896,206,18,3,30.61508,23.051247,256,28,1,31.058084,13.084402,307,38,2,31.736502,18.844202,328,22,1,31.071753,17.283749,369,82,51,30.020334,13.551501,435,106,2,31.431837,18.532133,528,141,53,30.147001,19.493261,562,,53,28.387,17.581125,583,132,61,28.057997,18.532133,587
23-03-2024,1,2,27.339584,18.806337,0,6,2,27.203081,18.806337,20,8,2,27.013838,17.25373,75,18,3,26.270582,15.941944,152,,3,28.581167,18.1041,206,18,2,31.048418,21.046917,256,25,2,30.751837,17.811815,307,30,2,31.882338,18.043148,328,17,3,31.336336,15.277749,369,50,3,30.080755,15.978486,435,45,3,31.986,24.18707,528,42,61,29.649084,22.73707,562,,61,28.316162,16.645864,583,5,55,28.416328,18.228943,587
24-03-2024,2,3,27.439585,17.227419,0,7,3,27.303083,17.227419,20,11,3,27.018003,17.298738,75,7,3,26.278921,18.1041,152,6,3,28.274918,18.584509,206,10,3,30.323418,20.633371,256,4,3,30.247665,11.966953,307,14,3,31.04275,13.32,328,2,3,30.380081,14.264361,369,40,3,29.524498,15.745627,435,79,3,32.14225,20.907913,528,86,51,29.676165,23.34455,562,,55,28.409918,18.892282,583,75,61,28.2955,19.453327,587
25-03-2024,2,1,27.685417,19.966211,0,4,1,27.548918,19.966211,20,6,3,27.359667,18.057508,75,5,1,26.772667,19.130875,152,6,3,28.674917,18.94024,206,8,2,30.908834,20.892412,256,20,3,30.48725,21.915693,307,17,3,31.582335,21.67487,328,10,3,31.015501,17.026896,369,34,3,30.305754,16.75064,435,43,2,32.769337,20.532627,528,7,51,30.638664,21.42227,562,,61,28.420332,19.211996,583,30,61,28.199667,19.406637,587
26-03-2024,0,2,27.308336,19.93048,0,2,2,27.171835,19.93048,20,4,1,26.847168,19.959719,75,13,0,26.060171,19.803272,152,,3,27.893667,20.898611,206,30,0,30.248415,20.545246,256,29,3,30.056,18.947083,307,36,3,31.065666,22.545315,328,20,3,30.542582,14.264361,369,38,3,29.882833,17.76081,435,47,3,31.954752,21.986542,528,50,53,29.921995,20.948164,562,,53,28.534914,19.770523,583,37,53,28.682993,19.809813,587
27-03-2024,0,1,26.914583,19.493261,0,4,1,26.778078,19.493261,20,6,1,26.334665,17.462782,75,36,2,25.622667,17.654686,152,32,3,28.245752,18.36353,206,36,3,30.433832,24.144167,256,24,3,30.233086,19.373219,307,21,3,31.344831,19.862083,328,7,3,30.523834,16.746773,369,44,3,29.553665,12.768586,435,60,51,32.008915,19.852295,528,56,55,30.619913,22.039528,562,,51,28.86825,19.35314,583,15,53,28.951746,19.95972,587
28-03-2024,0,3,27.952082,16.343367,0,5,3,27.815584,16.343367,20,8,3,27.55967,15.84,75,2,3,26.808083,14.917212,152,,3,29.258253,16.09969,206,18,3,31.665083,18.079027,256,68,3,31.5185,16.489416,307,71,3,32.534412,13.830749,328,55,3,31.417587,11.480557,369,64,3,30.35784,13.089354,435,72,3,32.14225,26.309572,528,37,55,29.640749,18.79255,562,,61,28.118248,17.884428,583,27,63,28.01425,20.371038,587
29-03-2024,1,3,28.389582,18.806337,0,2,3,28.253082,18.806337,20,2,3,28.10967,18.079027,75,5,3,27.349752,19.734436,152,2,3,29.627,19.829433,206,4,3,31.848417,23.199759,256,34,3,31.535166,20.211363,307,31,3,32.592747,13.797913,328,17,3,31.798834,14.118243,369,42,3,30.795334,16.904673,435,58,61,31.361,18.289274,528,24,61,28.376167,16.09969,562,,63,27.857834,16.766108,583,25,65,27.741333,15.463246,587
30-03-2024,1,3,28.133333,20.211363,0,5,3,27.99684,20.211363,20,10,3,27.595087,18,75,15,3,26.941416,16.87398,152,,3,29.416588,17.518356,206,41,3,31.452585,20.88,256,47,3,31.58725,16.199999,307,52,3,32.474,17.339897,328,38,3,31.336332,14.84318,369,75,3,30.301582,14.20062,435,119,53,31.986002,24.482647,528,161,53,29.696999,21.746502,562,,63,28.387,18.214718,583,159,51,28.795502,18.837322,587
31-03-2024,1,3,27.4625,15.188415,0,4,3,27.326002,15.188415,20,9,3,26.93675,13.138765,75,5,3,26.306002,13.708391,152,2,3,29.727003,19.083395,206,18,3,31.873415,18.861387,256,14,3,31.728918,19.586119,307,20,3,32.674004,15.546833,328,6,3,31.796753,9.028754,369,24,3,30.380747,11.525623,435,37,51,31.115168,20.523157,528,47,51,28.928251,14.81259,562,,53,28.226583,13.441071,583,33,51,28.566328,13.397612,587
01-04-2024,1,2,28.470833,13.479583,0,11,2,28.334337,13.479583,20,15,3,28.25342,16.489416,75,15,3,27.660166,13.896187,152,15,2,30.808258,13.32,206,27,3,32.435917,21.758419,256,30,3,32.347668,21.38897,307,15,3,33.367752,17.339897,328,12,3,32.28841,12.738099,369,39,2,30.759918,12.261157,435,51,51,31.638084,19.969458,528,17,51,29.726166,14.934577,562,,53,28.914085,14.205182,583,6,53,29.272581,15.484185,587
02-04-2024,0,3,29.19583,17.902534,0,8,3,29.059334,17.902534,20,11,3,28.759668,14.759999,75,8,3,28.399752,13.363711,152,9,3,31.231163,14.869351,206,17,3,33.19009,24.798223,256,13,3,33.272667,18.626305,307,21,3,34.24483,19.694992,328,11,3,32.628002,18.59845,369,32,3,31.289085,15.349684,435,34,51,31.646418,21.707731,528,32,63,29.165747,15.629971,562,,61,27.970331,15.484185,583,13,63,27.84758,16.039202,587
03-04-2024,0,1,29.022917,18.079027,0,4,1,28.886415,18.079027,20,6,1,28.676336,15.683774,75,12,3,27.97892,13.556282,152,13,3,30.874916,16.946787,206,20,3,33.100506,19.734436,256,26,3,33.147667,17.654688,307,31,3,34.009415,12.6462,328,19,51,32.307163,11.808878,369,113,3,30.984917,13.246826,435,51,3,31.552668,22.668568,528,17,53,29.155334,17.208603,562,,63,28.01825,15.986595,583,3,65,27.920502,15.876775,587
04-04-2024,3,3,28.989586,14.685176,0,2,3,28.85308,14.685176,20,7,3,28.440924,13.896187,75,11,3,27.745588,14.84318,152,,3,31.014498,16.23596,206,5,3,33.2755,17.935081,256,20,3,33.32475,14.003028,307,28,3,34.236496,10.137692,328,14,3,32.596752,14.904173,369,32,3,31.437004,16.29174,435,53,51,32.058918,24.482647,528,19,65,29.56991,19.296133,562,,65,28.234915,16.454008,583,37,65,27.968409,18.892282,587
05-04-2024,0,3,29.42708,19.959719,0,9,3,29.290586,19.959719,20,21,3,28.728416,18.416384,75,17,3,28.568499,18.72,152,18,3,31.09575,19.09358,206,27,3,33.140083,22.657131,256,25,3,33.485165,16.1198,307,28,3,34.34692,13.896187,328,14,3,32.538418,11.212135,369,0,3,31.418253,12.819235,435,41,51,32.23183,28.337282,528,7,3,30.130333,18.692286,562,,55,28.661995,17.414474,583,2,63,28.468416,15.509274,587
06-04-2024,0,3,29.968752,20.478907,0,11,3,29.83225,20.478907,20,28,3,29.522171,17.902534,75,31,3,28.772667,19.829433,152,,3,31.510336,20.721119,206,24,3,33.256752,23.233252,256,32,3,33.36642,14.986553,307,35,3,33.855244,15.629971,328,20,3,32.809246,13.849476,369,32,3,31.791168,17.072504,435,54,3,32.90058,24.64094,528,46,3,30.701166,20.808498,562,,51,29.655746,19.592731,583,22,51,29.747581,19.592731,587
07-04-2024,0,3,29.460417,17.884428,0,3,3,29.32392,17.884428,20,22,3,29.30967,15.1884165,75,23,3,28.893503,15.646544,152,31,3,31.389503,19.469976,206,35,3,32.917164,21.868332,256,24,3,33.09767,14.003028,307,21,3,34.128166,14.277983,328,7,3,32.5155,13.237038,369,43,3,31.359917,13.905509,435,63,55,31.940165,28.079998,528,61,63,29.449087,19.33639,562,,63,28.532835,17.935081,583,20,63,28.458,18.391735,587
08-04-2024,0,2,29.200003,20.316889,0,3,2,29.063498,20.316889,20,13,2,28.997171,17.373497,75,5,2,28.328917,18.089775,152,4,3,30.864502,19.469976,206,9,3,33.217163,22.027763,256,11,3,33.395584,13.70839,307,16,3,34.265667,19.734436,328,7,3,33.280087,15.315873,369,39,3,31.805748,13.684735,435,57,53,32.913082,19.164717,528,51,51,30.242834,18.25026,562,,63,29.157831,17.673029,583,13,65,28.991331,19.813087,587
09-04-2024,1,3,28.239584,17.917007,0,5,3,28.103083,17.917007,20,18,3,27.74717,16.73516,75,20,3,27.095587,18.671474,152,,3,29.58742,19.164719,206,19,3,31.752586,19.881649,256,21,3,32.178913,19.93048,307,29,3,33.19067,14.561099,328,18,3,32.546753,15.596767,369,50,3,31.478666,15.408671,435,77,51,33.211002,20.188908,528,73,51,30.734497,21.862406,562,,51,29.30158,19.45333,583,32,55,28.855913,19.881649,587
10-04-2024,1,3,28.277086,18.837322,0,10,3,28.140585,18.837322,20,20,3,27.84717,17.309973,75,14,3,27.126833,17.10284,152,15,3,29.495752,18.391735,206,17,3,31.294252,20.948164,256,24,3,31.835167,13.202726,307,30,51,32.799,19.513195,328,18,3,32.252995,17.31746,369,35,3,31.314085,13.363711,435,50,51,33.119328,19.959719,528,16,53,31.061583,20.00512,562,,61,29.574495,18.39878,583,26,53,29.297577,21.096123,587
11-04-2024,0,3,28.452085,22.26768,0,4,3,28.315582,22.26768,20,11,3,28.101334,22.218153,75,3,3,27.376831,21.096123,152,,3,30.162416,20.617662,206,16,3,31.523417,32.305862,256,7,3,31.547668,20.12461,307,13,3,32.21358,25.992401,328,8,51,31.659248,19.855558,369,26,51,30.922415,14.799459,435,43,51,32.990166,20.774214,528,49,3,30.86158,21.068459,562,,65,28.578661,18.0036,583,26,65,28.437162,19.839235,587
12-04-2024,1,51,27.57708,21.370783,0,4,51,27.440584,21.370783,20,7,51,27.357582,20.240198,75,8,55,26.526834,20.929594,152,9,51,29.145746,20.833395,206,27,55,30.387999,20.991426,256,18,51,30.216415,15.629971,307,25,63,30.269836,20.620804,328,13,65,29.775919,21.129885,369,43,63,27.841164,17.709658,435,70,65,30.96308,14.84318,528,85,63,29.771997,16.981165,562,,65,27.7745,15.7908325,583,72,65,28.047577,13.324863,587
13-04-2024,0,3,27.906252,27.14123,0,8,3,27.76975,27.14123,20,14,3,27.532587,22.127556,75,21,51,26.662249,20.771093,152,,53,29.602,22.007162,206,25,53,31.140085,21.38897,256,18,51,30.091415,14.512064,307,22,53,30.671923,16.981165,328,9,53,30.013418,16.167967,369,27,51,29.147417,14.145756,435,29,61,31.269333,22.45315,528,48,61,29.267832,17.114204,562,,65,27.803665,16.981165,583,27,63,28.143417,17.068707,587
14-04-2024,0,3,27.9625,19.110542,0,5,3,27.826002,19.110542,20,9,3,27.56592,19.08,75,22,3,26.970589,24.014996,152,23,3,29.731169,18.72346,206,29,3,31.546335,20.991426,256,27,3,31.331,16.93531,307,34,3,31.565666,18.03237,328,20,51,30.611334,14.986553,369,33,3,29.41825,15.844089,435,49,3,32.183914,19.09358,528,45,3,30.61158,21.749481,562,,51,29.032835,16.946787,583,25,61,28.733,16.766108,587
15-04-2024,1,3,28.264585,20.598795,0,4,3,28.128088,20.598795,20,8,3,27.707582,20.275383,75,1,3,27.053919,20.774214,152,5,3,29.514503,20.16,206,16,3,31.279669,22.065973,256,46,3,31.46225,17.518356,307,53,3,31.957336,17.057314,328,39,51,30.721748,16.327497,369,86,3,29.916162,18.36353,435,106,51,32.617252,24.858253,528,120,63,30.907415,19.33639,562,,63,29.880753,16.548256,583,124,55,29.928831,19.296133,587
16-04-2024,0,3,28.935417,18.58451,0,6,3,28.798918,18.58451,20,10,3,28.44925,16.24394,75,2,3,27.676832,15.463246,152,4,3,30.722837,17.81909,206,7,3,32.13383,19.272614,256,7,3,31.93725,17.31746,307,12,3,32.738586,16.039202,328,8,3,31.207163,12.074766,369,53,3,29.862,13.276144,435,93,3,32.256832,23.110207,528,100,51,29.963667,22.79684,562,,51,28.805748,16.489416,583,88,51,28.724663,17.373497,587
17-04-2024,0,3,29.822916,15.986593,0,4,3,29.686417,15.986593,20,12,3,29.688833,14.973577,75,11,3,29.081,16.08761,152,8,3,31.741583,14.973576,206,12,3,33.03175,16.199999,256,52,3,32.5685,16.055355,307,61,3,33.198997,15.905319,328,53,3,31.582167,18.59845,369,84,3,30.516165,13.684735,435,100,51,31.358917,19.083395,528,122,51,29.419912,15.273505,562,,53,28.743254,16.199999,583,125,51,29.051748,15.856356,587
18-04-2024,1,3,30.737501,17.114204,0,3,3,30.601004,17.114204,20,7,3,30.62217,16.676977,75,14,51,30.141417,16.516901,152,16,3,32.991585,18.345877,206,17,3,34.413002,16.42247,256,20,3,33.918503,19.930477,307,27,3,34.20525,14.565548,328,14,3,32.24467,20.61766,369,28,3,30.624502,24.482647,435,61,51,31.275587,18.94024,528,25,61,29.615747,17.654688,562,,61,28.003668,15.856356,583,31,53,28.266333,14.05845,587
